"director_id","genre","prob"
"512","Musical","0.0175439"
"512","Mystery","0.0175439"
"512","Romance","0.0877193"
"512","Short","0.210526"
"512","War","0.0175439"
"512","Western","0.0350877"
"513","Crime","1"
"513","Mystery","1"
"513","Short","1"
"514","Documentary","1"
"514","Music","0.333333"
"515","Comedy","0.8"
"515","Drama","0.2"
"515","Musical","0.2"
"516","Drama","1"
"518","Action","1"
"518","Crime","1"
"518","Drama","1"
"520","Action","0.230769"
"520","Adventure","0.153846"
"520","Crime","0.230769"
"520","Drama","0.153846"
"520","Mystery","0.0769231"
"520","Sci-Fi","0.230769"
"520","War","0.0769231"
"520","Western","0.153846"
"523","Short","1"
"524","Comedy","1"
"525","Musical","1"
"526","Documentary","1"
"527","Comedy","0.571429"
"527","Drama","0.571429"
"527","Fantasy","0.285714"
"527","Music","0.857143"
"527","Musical","0.142857"
"527","Romance","0.285714"
"528","Documentary","0.666667"
"528","Short","1"
"529","Documentary","1"
"529","Short","1"
"530","Drama","1"
"531","Short","1"
"535","Drama","1"
"535","Short","0.5"
"537","Musical","1"
"538","Drama","1"
"538","Romance","1"
"539","Comedy","1"
"539","Short","1"
"540","Comedy","1"
"541","Comedy","1"
"541","Short","1"
"542","Drama","1"
"543","Drama","0.666667"
"543","Short","0.333333"
"544","Documentary","1"
"544","Short","1"
"545","Drama","1"
"545","Short","1"
"550","Comedy","1"
"551","Comedy","1"
"551","Short","1"
"553","Comedy","0.25"
"553","Documentary","0.5"
"553","Horror","0.25"
"553","Short","0.5"
"558","Drama","0.5"
"558","War","1"
"561","Comedy","1"
"562","Documentary","1"
"563","Action","0.4"
"563","Crime","0.2"
"563","Drama","0.4"
"563","Family","0.2"
"564","Drama","1"
"565","Family","1"
"565","Fantasy","1"
"566","Drama","1"
"567","Drama","1"
"569","Documentary","0.666667"
"569","Mystery","0.333333"
"571","Musical","1"
"574","Drama","1"
"575","Musical","1"
"576","Documentary","1"
"577","Comedy","0.5"
"577","Drama","0.5"
"577","Thriller","0.5"
"578","Short","1"
"579","Short","1"
"580","Comedy","1"
"581","Documentary","0.25"
"581","Short","1"
"582","Short","1"
"585","Documentary","1"
"586","Action","1"
"586","Crime","1"
"586","Drama","1"
"586","Musical","1"
"591","Documentary","1"
"592","Comedy","0.857143"
"592","Drama","0.285714"
"593","Adventure","0.285714"
"593","Comedy","0.142857"
"593","Crime","0.428571"
"593","Family","0.285714"
"594","Short","1"
"595","Short","1"
"596","Comedy","1"
"596","Romance","1"
"597","Documentary","0.666667"
"597","Drama","0.333333"
"598","Animation","0.5"
"598","Comedy","0.5"
"598","Musical","0.5"
"598","Short","1"
"601","Documentary","1"
"602","Documentary","1"
"604","Family","1"
"607","Action","1"
"607","Comedy","0.5"
"607","Drama","0.5"
"607","Romance","0.5"
"611","Documentary","0.833333"
"611","Drama","0.166667"
"611","Sci-Fi","0.166667"
"611","Short","0.166667"
"612","Documentary","1"
"613","Crime","1"
"613","Short","1"
"615","Action","0.333333"
"615","Adventure","0.333333"
"615","Comedy","0.333333"
"615","Crime","0.333333"
"615","Drama","0.333333"
"615","Fantasy","0.333333"
"615","Horror","0.666667"
"615","Thriller","0.333333"
"617","Drama","1"
"617","War","0.5"
"618","Crime","0.666667"
"618","Drama","1"
"618","Romance","0.333333"
"619","Romance","1"
"620","Comedy","1"
"621","Comedy","0.157895"
"621","Documentary","0.0526316"
"621","Drama","0.684211"
"621","Romance","0.0526316"
"621","Short","0.263158"
"621","War","0.0526316"
"622","Comedy","1"
"626","Animation","1"
"626","Short","1"
"627","Short","1"
"628","Animation","1"
"628","Short","1"
"630","Documentary","1"
"630","Short","1"
"631","Comedy","1"
"632","Comedy","1"
"632","Short","1"
"634","Short","1"
"636","Short","1"
"638","Action","1"
"638","Crime","1"
"638","Thriller","1"
"639","Comedy","0.333333"
"639","Drama","0.333333"
"639","Horror","0.333333"
"639","Sci-Fi","0.333333"
"640","Drama","1"
"641","Comedy","1"
"642","Drama","1"
"642","Short","1"
"643","Documentary","1"
"643","Short","1"
"644","Documentary","1"
"644","Short","1"
"646","Short","1"
"647","Short","1"
"648","Adventure","0.111111"
"648","Comedy","0.259259"
"648","Documentary","0.111111"
"648","Drama","0.555556"
"648","Family","0.037037"
"648","Fantasy","0.037037"
"648","Horror","0.0740741"
"648","Musical","0.111111"
"648","Mystery","0.111111"
"648","Short","0.148148"
"648","Western","0.296296"
"649","Drama","1"
"649","Short","1"
"650","Drama","0.5"
"650","Short","1"
"651","Horror","1"
"651","Short","1"
"652","Short","1"
"653","Comedy","0.833333"
"653","Drama","0.166667"
"653","Fantasy","0.166667"
"653","Short","0.333333"
"655","Drama","0.5"
"655","Short","0.5"
"656","Comedy","1"
"656","Short","1"
"657","Action","0.2"
"657","Comedy","0.1"
"657","Documentary","0.2"
"657","Drama","0.8"
"657","Family","0.1"
"657","Romance","0.3"
"657","Short","0.1"
"657","War","0.1"
"659","Fantasy","1"
"659","Short","1"
"660","Drama","1"
"660","Short","1"
"663","Drama","1"
"663","Short","1"
"664","Short","1"
"665","Short","1"
"666","Documentary","1"
"666","Short","1"
"667","Comedy","0.338462"
"667","Documentary","0.415385"
"667","Drama","0.0615385"
"667","Family","0.0153846"
"667","Horror","0.0307692"
"667","Musical","0.107692"
"667","Short","0.538462"
"667","Thriller","0.0153846"
"668","Short","1"
"669","Short","1"
"670","Documentary","0.5"
"670","Short","1"
"671","Short","1"
"672","Documentary","1"
"674","Comedy","0.25"
"674","Drama","0.25"
"674","Short","0.75"
"675","Drama","0.5"
"675","Short","1"
"676","Drama","1"
"676","Short","1"
"677","Action","0.5"
"677","Comedy","0.5"
"677","Short","0.5"
"680","Drama","1"
"681","Action","0.5"
"681","Drama","0.5"
"682","Documentary","1"
"684","Action","0.5"
"684","Comedy","0.166667"
"684","Crime","0.5"
"684","Documentary","0.166667"
"684","Drama","0.666667"
"684","Romance","0.333333"
"685","Action","0.5"
"685","Comedy","0.5"
"685","Thriller","0.5"
"686","Animation","1"
"686","Family","1"
"686","Short","1"
"687","Comedy","1"
"687","Short","1"
"688","Drama","1"
"688","Romance","1"
"689","Documentary","1"
"689","Drama","1"
"689","Music","1"
"690","Comedy","1"
"690","Drama","1"
"690","Short","1"
"691","Horror","1"
"691","Mystery","1"
"691","Thriller","1"
"696","Documentary","1"
"699","Animation","1"
"699","Documentary","1"
"699","Short","1"
"700","Comedy","1"
"700","Drama","1"
"700","Short","1"
"702","Short","1"
"704","Comedy","1"
"706","Documentary","1"
"709","Short","1"
"710","Drama","1"
"710","Family","1"
"712","Documentary","1"
"712","Short","1"
"713","Short","1"
"714","Action","0.5"
"714","Comedy","0.5"
"714","Drama","0.5"
"714","Family","0.5"
"714","Romance","0.5"
"714","Thriller","0.5"
"716","Action","1"
"716","Sci-Fi","1"
"717","Drama","0.75"
"717","Mystery","0.25"
"717","Romance","0.25"
"717","War","0.25"
"718","Documentary","0.5"
"718","Drama","0.5"
"719","Documentary","1"
"719","Short","1"
"720","Comedy","1"
"722","Drama","1"
"723","Action","1"
"723","Crime","0.333333"
"723","Drama","0.333333"
"723","Family","0.333333"
"723","Thriller","0.333333"
"724","Romance","1"
"726","Short","1"
"727","Horror","1"
"727","Thriller","0.333333"
"728","Action","1"
"729","Action","0.138889"
"729","Comedy","0.0277778"
"729","Crime","0.0833333"
"729","Drama","0.861111"
"729","Romance","0.111111"
"729","Thriller","0.0555556"
"729","War","0.0833333"
"730","Drama","1"
"730","Romance","1"
"731","Drama","1"
"732","Short","1"
"733","Action","0.714286"
"733","Family","0.285714"
"733","Fantasy","0.428571"
"733","Horror","0.285714"
"733","Mystery","0.285714"
"733","Sci-Fi","0.285714"
"734","Action","1"
"734","Adventure","1"
"734","Animation","1"
"735","Documentary","1"
"735","Short","1"
"737","Documentary","1"
"737","Short","0.333333"
"738","Documentary","1"
"739","Documentary","1"
"740","Animation","0.5"
"740","Short","0.5"
"742","Comedy","0.5"
"742","Romance","0.5"
"742","Short","0.5"
"743","Comedy","0.5"
"743","Documentary","0.5"
"743","Short","0.5"
"744","Comedy","0.666667"
"744","Crime","0.333333"
"745","Documentary","1"
"746","Short","1"
"748","Action","1"
"748","Drama","0.5"
"748","Musical","0.5"
"748","Thriller","0.5"
"749","Drama","0.25"
"749","Horror","0.25"
"749","Short","0.75"
"750","Drama","1"
"751","Drama","0.5"
"751","Western","0.5"
"752","Short","1"
"754","Documentary","1"
"756","Drama","1"
"756","Short","1"
"757","Crime","1"
"757","Drama","1"
"758","Documentary","1"
"759","Short","1"
"766","Short","1"
"767","Comedy","1"
"767","Drama","1"
"768","Documentary","1"
"768","Short","0.5"
"769","Short","1"
"770","Drama","1"
"771","Drama","0.666667"
"771","Short","0.666667"
"772","Short","1"
"773","Comedy","0.5"
"773","Romance","0.5"
"773","Short","0.5"
"774","Action","0.333333"
"774","Adventure","0.333333"
"774","Crime","0.666667"
"774","Drama","0.333333"
"776","Short","1"
"777","Romance","1"
"778","Drama","1"
"779","Documentary","1"
"780","Action","1"
"780","Animation","1"
"780","Comedy","1"
"781","Drama","1"
"781","Horror","1"
"782","Crime","0.5"
"782","Drama","0.5"
"782","Romance","0.5"
"786","Crime","0.333333"
"786","Drama","0.333333"
"786","Short","1"
"787","Short","1"
"788","Documentary","1"
"790","Documentary","1"
"791","Comedy","1"
"792","Drama","0.666667"
"792","Short","0.333333"
"794","Crime","0.333333"
"794","Drama","0.333333"
"794","Horror","0.333333"
"794","Sci-Fi","0.333333"
"794","Short","0.333333"
"795","Short","1"
"796","Documentary","1"
"796","Short","1"
"798","Drama","1"
"799","Documentary","1"
"799","Short","1"
"801","Comedy","0.2"
"801","Drama","0.6"
"801","Romance","0.2"
"806","Documentary","1"
"806","Short","0.6"
"808","Drama","1"
"808","Horror","0.5"
"808","Short","0.5"
"808","Thriller","0.5"
"809","Adventure","0.25"
"809","Drama","0.5"
"809","Fantasy","0.25"
"809","Romance","0.25"
"810","Documentary","1"
"811","Action","1"
"811","Adventure","1"
"811","Animation","1"
"811","Fantasy","1"
"811","Horror","1"
"812","Animation","1"
"812","Comedy","1"
"813","Action","1"
"813","Adventure","1"
"813","Animation","1"
"813","Drama","1"
"813","Fantasy","1"
"813","Romance","1"
"813","Sci-Fi","1"
"813","Thriller","1"
"814","Drama","1"
"816","Action","1"
"816","Drama","1"
"818","Adventure","0.5"
"818","Drama","1"
