actor_id,first_name,last_name,gender
409,Fons,Abbeloos,M
410,Manuel,Abberra,M
411,Ibrahim,Abbes,M
412,Mathias,Abbes,M
413,Lucien,Abbet,M
414,Evan,Abbey,M
415,Greg,Abbey,M
416,Ian,Abbey,M
417,John,Abbey,M
418,Joshua,Abbey,M
419,Leo,Abbey,M
420,Stephen,Abbey,M
421,Tony Arunah,Abbey,M
422,William,Abbey,M
423,Ernest,Abbeyquaye,M
424,Franco,Abbiana,M
425,Stefano,Abbiati,M
426,Alex,Abbiss,M
427,Francis,Abbo,M
428,Mike,Abbo,M
429,Jean-Marc,Abborg,M
430,Bernie,Abbot,M
431,Brian,Abbot,M
432,Dave,Abbot,M
433,Jerry,Abbot,M
434,Jim,Abbot,M
435,Paul,Abbot,M
436,Robin,Abbot,M
437,Russ,Abbot,M
438,Tommy,Abbot,M
439,Bud,Abbott Jr.,M
440,Aaron,Abbott,M
441,Alexander,Abbott,M
442,Allan (I),Abbott,M
443,Bill (I),Abbott,M
444,Billy (II),Abbott,M
445,Brian (I),Abbott,M
446,Brian (II),Abbott,M
447,Bruce (I),Abbott,M
448,Bud,Abbott,M
449,Charles (II),Abbott,M
450,Dalton,Abbott,M
451,Dan,Abbott,M
452,David (I),Abbott,M
453,David (III),Abbott,M
454,David (V),Abbott,M
455,David (VI),Abbott,M
456,David (VII),Abbott,M
457,Edward,Abbott,M
458,Eric,Abbott,M
459,Frank,Abbott,M
460,Fred,Abbott,M
461,Fredric,Abbott,M
462,G.P.,Abbott,M
463,Gavin,Abbott,M
464,Geoffrey (I),Abbott,M
465,Geoffrey (II),Abbott,M
466,George,Abbott,M
467,Greg,Abbott,M
468,Gregory,Abbott,M
469,H.,Abbott,M
470,Hal,Abbott,M
471,Henry,Abbott,M
472,J.F.,Abbott,M
473,Jack,Abbott,M
474,James,Abbott,M
475,Jamie,Abbott,M
476,Jason,Abbott,M
477,Jeff,Abbott,M
478,Jesse,Abbott,M
479,Jim,Abbott,M
480,John (I),Abbott,M
481,John (II),Abbott,M
482,John (III),Abbott,M
483,John M.,Abbott,M
484,Joseph,Abbott,M
485,Kurt,Abbott,M
486,L.B.,Abbott,M
487,Lee,Abbott,M
488,Luke,Abbott,M
489,Mark (I),Abbott,M
490,Matthew (II),Abbott,M
491,Mike (I),Abbott,M
492,Mike (II),Abbott,M
493,Norman (I),Abbott,M
494,Norman (II),Abbott,M
495,Norman (III),Abbott,M
496,Norman (IV),Abbott,M
497,Paul (I),Abbott,M
498,Paul (II),Abbott,M
499,Percy,Abbott,M
500,Peter (I),Abbott,M
501,Peter (II),Abbott,M
502,Philip,Abbott,M
503,Richard (I),Abbott,M
504,Richard (II),Abbott,M
506,Robert (II),Abbott,M
507,Robert S.,Abbott,M
508,Roger,Abbott,M
509,Stephen,Abbott,M
510,Steve (II),Abbott,M
511,Steve (III),Abbott,M
512,Thomas,Abbott,M
513,Tom,Abbott,M
514,Tommy,Abbott,M
515,Vic,Abbott,M
516,William,Abbott,M
517,Bernard,Abbou,M
518,Damien,Abbou,M
519,Karim,Abbou,M
520,Patrice,Abbou,M
521,Pierre,Abbou,M
522,Victor,Abbou,M
523,Deen,Abboud,M
524,Nor-eddin,Abboud,M
525,Dino,Abbrescia,M
526,Giuseppe,Abbrescia,M
527,Ace,Abclone,M
528,Amr,Abd El-Guelil,M
529,Nakib,Abdagic,M
530,Mario,Abdah,M
531,Farah,Abdala,M
532,José,Abdala,M
533,Lousnak,Abdalian,M
534,Abrahão,Abdalla,M
535,Kamaran,Abdalla,M
536,Ahmed,Abdallah,M
537,Aiman,Abdallah,M
538,Amar Ben,Abdallah,M
540,Mohamed,Abdallah,M
541,Mohsen Ben,Abdallah,M
542,Mouzahem,Abdallah,M
543,Salah,Abdallah,M
544,Samir (I),Abdallah,M
545,Pavel,Abdalov,M
546,Tony,Abdanor,M
547,Hamid,Abdar,M
548,Farid,Abdedou,M
549,Rahim,Abdel Ahmed,M
550,Mahmoud,Abdel Aziz,M
551,S.,Abdel Aziz,M
552,Achraf,Abdel Baqi,M
553,Mohamed,Abdel Gawad,M
554,Ashraf,Abdel Ghafaar,M
555,Said,Abdel Ghani,M
556,A.,Abdel Hadi,M
557,Hassan,Abdel Hamid,M
558,Mohamed,Abdel Mouttaleb,M
559,Mohamed,Abdel Rahman,M
560,Shabaan,Abdel Rehim,M
561,Fathy,Abdel Wahab,M
562,Mohamed,Abdel Wahab,M
563,Saad,Abdel Wahab,M
564,Zaki,Abdel Wahab,M
565,Ahmad,Abdel Waress,M
566,Ali,Abdel,M
567,D.J.,Abdel,M
568,Salah,Abdel,M
569,Karem,Abdel-Azeez,M
570,Tarik,Abdel-Monem,M
571,Yakoub,Abdelatif,M
572,Ahmed,Abdelaziz,M
573,Azouz,Abdelaziz,M
574,Nordin,Abdelbakic,M
575,Yacine,Abdeldjebar,M
576,Josh,Abdelfatah,M
577,Hassan,Abdelgani,M
578,Bab,Abdelghari,M
579,Abdelazim,Abdelhack,M
581,Abdelaziz,Abdelhak,M
582,Ahmed,Abdelhalim,M
583,Kamel,Abdeli,M
584,My Alaoui,Abdelkader Taleb,M
585,Hassan,Abdelkader,M
586,Mahieddine,Abdelkader,M
587,Zein,Abdelkafi,M
588,H'Maia,Abdelkrim,M
589,Karim,Abdellah,M
590,Mohamed,Abdellaoui,M
591,Abdellfattah,Abdellatif,M
592,Hilal,Abdellatif,M
593,Lotfi,Abdelli,M
594,Rachid,Abdellouche,M
595,Baji,Abdelmajid,M
596,Zaouia,Abdelmajid,M
597,Iyad,Abdelmegid,M
598,Kouider,Abdelmonmonmeni,M
599,Koulder,Abdelmoumeni,M
600,Eduardo,Abdelnor,M
601,Nordine,Abdelouabab,M
602,Adil,Abdelouahed,M
603,Mouadine,Abdelouahed,M
604,Bargach,Abdelrahim,M
605,Khalid,Abdelrasoul,M
606,Muftah,Abdelsamad,M
607,Adil,Abdelwahab,M
608,Ali,Abdelwahab,M
609,Ilham,Abdelwahed,M
610,Kadi,Abdemalek,M
611,Amine,Abdenahime,M
612,Rolf,Abderhalden,M
613,Ould,Abderrahman,M
614,Abdelkader,Abderrahmane,M
615,Kamal,Abderrahmane,M
616,Samir,Abderrahmane,M
617,Mahmoud,Abderrazak,M
618,Chelaf,Abdeslam,M
619,Bellasri,Abdessalam,M
620,Adisoerya,Abdi,M
621,Ahmed,Abdi,M
622,Ahmed Houffeil,Abdi,M
623,Akbar,Abdi,M
624,Nassim,Abdi,M
625,Nidam,Abdi,M
626,Reza,Abdi,M
627,Batyrbek,Abdikov,M
628,Ray,Abdilla,M
629,Jamal,Abdillah,M
630,Shion,Abdillah,M
631,B.,Abdilmanov,M
632,Eddie,Abdo,M
633,Héctor,Abdo,M
634,Joe,Abdo,M
636,Tom,Abdo,M
637,Lucas,Abdon,M
638,Cheb,Abdou Jr.,M
639,Ahamed,Abdou,M
640,Hacen,Abdou,M
641,Louche,Abdou,M
642,Ol,Abdou,M
643,Soumare,Abdoulaye,M
644,Ali,Abdoun,M
645,Samir,Abdoun,M
646,Farkhad,Abdraimov,M
647,Abdrashid,Abdrakhmanov,M
648,Ildar,Abdrazakov,M
649,Kanat,Abdreimov,M
650,Kuatbai,Abdreimov,M
651,Faisal,Abdu'allah,M
652,Mirjamol,Abdukadirov,M
653,Sokrat,Abdukadyrov,M
654,D.,Abdukholik-zade,M
655,Sultan,Abdul Hamid II,M
656,Hisham,Abdul Hamid,M
657,Alharis,Abdul,M
658,Elias,Abdul,M
659,George,Abdul,M
660,Hadi,Abdul,M
661,Sam,Abdul,M
663,Wasker,Abdul,M
664,Malik,Abdul-Aziz,M
665,Malik,Abdul-Basit,M
666,Ben,Abdul-Haqq,M
667,Kareem,Abdul-Jabbar,M
668,Nasim,Abdul-Malik,M
669,Malek,Abdul-Mansour,M
670,Mujahid,Abdul-Rashid,M
671,Bilah,Abdul-Samad,M
672,Hakeem,Abdul-Samad,M
673,Khiry,Abdul-Samad,M
674,Tajh,Abdul-Samad,M
675,Andrew,Abdul-Wahab,M
676,Mohammed,Abdulai,M
677,Anatoli,Abdulayev,M
678,M.,Abdulayev,M
679,Bangin,Abdulkadir,M
680,Sherali,Abdulkajsov,M
681,Zuhair,Abdulkarim,M
682,M.,Abdulkhabirov,M
683,Iso,Abdulkhairov,M
684,Ali,Abdulla,M
685,Master,Abdulla,M
686,Nadvar Karim,Abdulla,M
687,Nassar,Abdulla,M
688,Akeem,Abdullah,M
689,Fauzia,Abdullah,M
690,Hisham,Abdullah,M
691,Hussein,Abdullah,M
692,Joe,Abdullah,M
693,Josh,Abdullah,M
694,Mohammed,Abdullah,M
695,Raheem,Abdullah,M
696,Rosman,Abdullah,M
697,Sheik,Abdullah,M
698,Sony,Abdullah,M
699,Yunus,Abdullah,M
700,Zauther,Abdullah,M
701,Laval,Abdullahi,M
702,Barry,Abdullaje,M
703,Fadi,Abdullatif,M
704,Alovuddin,Abdullayev,M
705,Farkhad,Abdullayev,M
706,Farman,Abdullayev,M
707,Kyazim,Abdullayev,M
708,Lutfulla,Abdullayev,M
709,Nurullo,Abdullayev,M
710,V.,Abdullayev,M
711,Assol,Abdullina,M
712,Tamer,Abdulmun'em,M
713,Aleksandr,Abdulov,M
714,Omar,Abdulov,M
715,Osip,Abdulov,M
716,Vitalei,Abdulov,M
717,Vsevolod,Abdulov,M
718,I.,Abdulragimov,M
719,Shukhrat,Abdurakhmanov,M
720,Iso,Abdurashidov,M
721,Khabibullo,Abdurazakov,M
722,Umar,Abdurrahamn,M
723,Abduraim,Abdurvakhabov,M
724,Bekari,Abdurzak,M
725,Shavkat,Abdusalamov,M
726,A.,Abduvakhabov,M
727,S.,Abduzhalilov,M
728,Harry,Abdy,M
729,Nurdan,Abdykadyrov,M
730,Rakhimdzhan,Abdykadyrov,M
731,Aktan,Abdykalykov,M
732,Akylbek,Abdykalykov,M
733,Mirlan,Abdykalykov,M
734,Atsushi,Abe,M
735,Frank (I),Abe,M
736,George T.,Abe,M
737,Georges,Abe,M
738,Goro,Abe,M
739,Gyu,Abe,M
740,Hiroshi,Abe,M
741,Jôji,Abe,M
742,Kaoru,Abe,M
743,Kentaro (II),Abe,M
744,Koji (I),Abe,M
745,Kusuo,Abe,M
746,Kwang,Abe,M
747,Kyuroku,Abe,M
748,Machi,Abe,M
749,Mario,Abe,M
750,Masahiko,Abe,M
751,Masato (II),Abe,M
752,Matthew,Abe,M
753,Mitsuo,Abe,M
754,Naoyuki,Abe,M
755,Noriaki,Abe,M
756,Nômaru,Abe,M
757,Roberto,Abe,M
758,Sadao,Abe,M
759,Sadayo,Abe,M
760,Satoru,Abe,M
761,Shozaburo,Abe,M
762,Stan,Abe,M
763,Susumu,Abe,M
764,Tatsurô,Abe,M
765,Tatsuya,Abe,M
767,Toru,Abe,M
768,Tsuyoshi (I),Abe,M
769,Tsuyoshi (II),Abe,M
770,Y. Hero,Abe,M
771,Yuji,Abe,M
772,Zenji,Abe,M
773,Baduk,Abea,M
774,Addis,Abeba,M
775,Moshe,Abeba,M
776,Chiqui,Abecasis,M
777,Alain,Abecassis,M
778,Nadav,Abecassis,M
779,Danny A.,Abeckaser,M
780,Akab,Abed El-Hai,M
781,Ahamed,Abed Elrani,M
782,Bassam,Abed,M
783,Joseph,Abed,M
784,Ramzi,Abed,M
785,Rodrigo,Abed,M
786,Sam,Abed,M
787,Youssef,Abed-Alnour,M
788,Ali,Abedini,M
789,Hossein,Abedini,M
790,Keyan Arman,Abedini,M
791,Steve,Abee,M
792,Nicholas,Abeel,M
793,Tom,Abeel,M
794,Jochen,Abegg,M
795,Henri,Abehsera,M
796,Ezequiel,Abeijón,M
797,Luis,Abeijón,M
798,Jean,Abeillé,M
799,Andrew,Abeita,M
800,Alan,Abel,M
801,Alfred,Abel,M
802,Carlos,Abel,M
803,Dieudonne S.,Abel,M
804,Dominique (I),Abel,M
805,Dr. Bodo,Abel,M
806,Ervin,Abel,M
807,Fernand,Abel,M
808,Frank,Abel,M
809,Horace,Abel,M
810,Ingo,Abel,M
811,Jean-Luc,Abel,M
812,Joel,Abel,M
813,Jon,Abel,M
814,Jonathan,Abel,M
815,Joseph Patrick,Abel,M
817,Lucas,Abel,M
818,Mark (II),Abel,M
819,Milton,Abel,M
820,Mohammad,Abel,M
821,Mohammed,Abel,M
822,Morten,Abel,M
823,P.,Abel,M
824,Robert (III),Abel,M
825,Roysten,Abel,M
826,Royston,Abel,M
827,Rudolf,Abel,M
828,Sean,Abel,M
829,Steve,Abel,M
830,Tommy,Abel,M
831,Walter,Abel,M
832,Willi,Abel,M
833,Angelo,Abela,M
834,Emanuel,Abela,M
835,Enrique,Abela,M
836,Frédéric,Abela,M
837,Gérard,Abela,M
838,Joe,Abela,M
839,Mr.,Abela,M
840,Emman,Abelada,M
841,Jean,Abelanski,M
842,Lionel,Abelanski,M
843,Michael,Abelar,M
844,Sylvain,Abelard,M
845,Jim,Abele,M
846,John,Abele,M
847,Ridgely,Abele,M
848,Enrique,Abeledo,M
849,Miguel,Abeledo,M
850,David,Abeler,M
851,Lito,Abelera,M
852,Edward,Abeles,M
853,Jordan,Abeles,M
854,Nicolás,Abeles,M
855,Alan,Abelew,M
856,Gus,Abelgas,M
857,Dino,Abelino,M
858,Alistair,Abell,M
859,Ben,Abell,M
860,John R.,Abell,M
861,Kevin,Abell,M
862,Tim,Abell,M
863,Alex,Abella,M
864,Alin,Abella,M
865,Daniel,Abella,M
866,Diego,Abella,M
867,Rafael,Abella,M
869,Alejandro,Abellan,M
870,Sébastien,Abellan,M
871,Rey,Abellana,M
872,Dominique,Abellard,M
873,Brad,Abelle,M
874,Janvier,Abelle,M
875,Bror,Abelli,M
876,Jacques,Abellira,M
877,Remi,Abellira,M
878,Reno,Abellira,M
879,Amado,Abello,M
880,Jarrett,Abello,M
881,Jorge Enrique,Abello,M
882,Luigi,Abello,M
883,Pere,Abello,M
884,Ismael,Abellán,M
885,José Antonio,Abellán,M
886,Darryll,Abels,M
887,Gregory,Abels,M
888,Michael,Abelski,M
889,Arthur,Abelson,M
890,Artashes,Abelyan,M
891,Hovhannes,Abelyan,M
892,Rini,Aben,M
893,Lakshantha,Abenayake,M
894,Shelly,Abend,M
895,Michael,Abendroth,M
896,Stefan,Abendroth,M
897,Mark,Abene,M
899,Brian,Abent,M
900,Lord,Abenz,M
901,André,Abept,M
902,Billy,Aber,M
904,Christopher,Aber,M
905,Chuck,Aber,M
906,Georges,Aber,M
907,Johnny,Aber,M
908,Nestor,Aber,M
909,Paul,Aber,M
910,Fontxo,Aberastiri,M
911,Andrés,Aberasturi,M
912,Zaïr,Aberbache,M
913,J.,Abercomie,M
914,Duke of,Abercorn,M
915,Brian,Abercrombie,M
916,Ian,Abercrombie,M
917,John,Abercrombie,M
918,Kevin,Abercrombie,M
919,P.G.,Abercrombie,M
920,Sir Patrick,Abercrombie,M
921,Robert,Aberdeen,M
922,Keith,Aberdein,M
923,Siv Marta,Aberg,M
924,Daniel,Abergel,M
925,William,Aberhart,M
926,Erich,Aberle,M
927,Norbert,Aberle,M
928,Hugo,Aberman,M
929,Larry,Aberman,M
930,Ralph David,Abernathy IV,M
931,Craig,Abernathy,M
932,Glenn,Abernathy,M
933,Lewis,Abernathy,M
934,Master,Abernathy,M
935,Ralph,Abernathy,M
936,Ric,Abernathy,M
937,Scott,Abernathy,M
938,Thomas,Abernathy,M
939,Tom (I),Abernathy,M
940,Bob,Abernethy,M
941,Tom,Abernethy,M
942,Seth C.,Abero,M
944,William,Abers,M
945,Richard,Abert,M
946,Lawrence J.,Aberwood,M
947,G.,Abesadze,M
948,K.,Abesadze,M
949,Mikhail,Abesadze,M
950,Gia,Abesalashvili,M
951,Adam,Abeshouse,M
952,David,Abessadze,M
953,Serge,Abessolo,M
954,Antonio,Abete,M
955,Clemente,Abete,M
956,Joe,Abey,M
957,Stefan,Abeydeera,M
958,Antonio,Abeyta,M
959,John Christopher,Abeyta,M
960,Dilani,Abeywardena,M
961,Joe,Abeywickrama,M
962,Franziskus,Abgottspon,M
963,Guy,Abgrall,M
964,Ceuru,Abgui,M
965,Mohammad,Abhari,M
966,Singh,Abhimanyu Shekhar,M
967,Master,Abhitab,M
968,Aband,Abhyankar,M
969,Joseph,Abi-Ad,M
970,Philippe,Abia,M
971,Kenza,Abiabdillah,M
972,Georges,Abiad,M
973,Serge,Abiad,M
974,Jorge,Abian,M
975,Nino,Abiatti,M
976,Kamal,Abib,M
977,Sujoto,Abibrolo,M
